OBJECTID;Locatable;Excavated;Kanton;Fieldname;Municipality;Literatur;Quality;Number of mounds;NEL;EBA;MBA;LBA;HaC;HaD;ELT;EMA;HaC1;HaC2;HaD1;HaD23;LTA;Periods;HA Subperiods;Status objects;Cluster ID;PM_Raster;PM_Point;Altitude;Slope;Profile Curvature;Tangential Curvature;Positive-Negative;Vegetation;Total Viewshed;Skyline;Visibility Alps;Accessibility;Movement;Crop Suitability;Land-use_categories;Oldest Period
143;1;1;Fribourg;Fendringen Bodenholz;Bösingen;Schwab 1971;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0.964102562;0.890734615;621.1930166;1.139355224;-2.24632E-05;-0.000106844;0.137717117;Mixed Forest;146.4000031;12.23076923;17.40000038;6906.258542;0.001712957;0.349213348;Forests;HAD
415;1;0;;;;;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;1;0.051494253;;552.8137396;1.677511485;-8.28698E-05;-0.000204203;-0.144605112;Mixed Forest;13.40800024;15;110.1200024;6676.551623;0.172707172;0.34992;Forests;
416;0;1;Bern;Rüedtligewald;Fraubrunnen;Drack 1959, 7;;;0;0;0;0;1;1;0;0;1;0;1;0;0;2;2;0;;;;;;;;;;;;;;;;;
417;0;1;Bern;Frienisbergwald;Seedorf;"Bonstetten et al. 1876, 45; Bandi und Wyss 1955, 159; Drack 1959, 8;";;;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;;;;;;;;;;;;;;;;;
418;0;1;Bern;Grauholz;Bolligen;"Wiedmer-Stern 1909, 21-22; Tschumi 1953, 210; Drack 1959, 13";;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
419;0;1;Bern;Obergurzelen;Gurzelen;"Jahn 1850, 248-249; Bonstetten et al. 1876, 18; Tschumi 1953, 232-233; Drack 1959, 14; Schmid-Sikimi? 1996";;;0;0;0;0;1;0;0;0;1;1;0;0;0;1;2;0;;;;;;;;;;;;;;;;;
420;0;1;Bern;Tuffgrube;Kehrsatz;"Drack 1959; Weidmann 1986";;;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;;;;;;;;;;;;;;;;;
421;0;1;Bern;Büelhölzli;Wohlen (Murzelen);"Jahn 1850, 365; Bonstetten 1855, 29; Bonstetten et al. 1876, 28; Tschumi 1953; Drack 1959, 24-25; Weidmann 1986; Schmid-Sikimi? 1996";;;0;0;0;0;0;1;1;0;0;0;1;1;1;2;3;1;;;;;;;;;;;;;;;;;
422;0;1;Fribourg;Prâlet;Châtonnaye;"Grangier 1880; Grangier 1881; Peissard 1941, 37; Drack 1964, 4-5; Trachsel 2004;";;;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;;;;;;;;;;;;;;;;;
423;0;1;Fribourg;au-dessus de la Bruyère;Châtonnaye;Grangier 1881;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
424;0;1;Neuchâtel;Chez le Bart;Gorgier;"Drack 1964, 24; Schmid-Sikimi? 1996; Dunning 2005, 194";;;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;;;;;;;;;;;;;;;;;
425;0;1;Neuchâtel;Les Favargettes;Coffrane;"Desor 1868; Drack 1964, 29-32; Weidmann 1986; Schmid-Sikimi? 1996";;;0;0;1;0;0;1;1;0;0;0;0;1;1;3;2;1;;;;;;;;;;;;;;;;;
426;0;1;Neuchâtel;Le Devens;Gorgier;"Drack 1964, 33-34; Schmid-Sikimi? 1996; Dunning 2005, 227-229";;;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;;;;;;;;;;;;;;;;;
427;0;1;Waadt;Aubonne;Aubonne;"Troyon 1860; Bonstetten 1874, 3-4; Viollier 1927, 36; Drack 1964, 42; Weidmann 1986; Kaenel 1990, 69; Schmid-Sikimi? 1996";;;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;;;;;;;;;;;;;;;;;
428;0;1;Waadt;Bois des Tours;Vuiteboeuf;"Bonstetten 1874, 49; Viollier 1927, 80; Drack 1964, 42; Schmid-Sikimi? 1996; Dunning 2005, 170-171";;;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;;;;;;;;;;;;;;;;;
429;0;1;Waadt;Vernand-Dessous;Lausanne;"Bonstetten 1874, 26-27; Viollier 1927; Drack 1964, 49-50; Schmid-Sikimi? 1996";;;0;0;0;0;1;1;0;1;1;1;0;1;0;3;3;0;;;;;;;;;;;;;;;;;
430;0;1;Waadt;Sergey;Sergey;"Viollier 1927, 312; Drack 1964, 55; Dunning 2005, 230";;;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;;;;;;;;;;;;;;;;;
431;0;1;Solothurn;Kreuzen;Rüttenen;Lüscher 1983;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
432;0;1;Waadt;près du village;Montagny-près-Yverdon;;;;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;;;;;;;;;;;;;;;;;
433;0;1;Waadt;II;Payerne;"Viollier 1927, 277; Drack 1964, 50; Schmid-Sikimi? 1996";;;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;;;;;;;;;;;;;;;;;
434;0;1;Waadt;Bois de Chassagne;Les Clées;;;;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;;;;;;;;;;;;;;;;;
435;0;1;Bern;Schwandenberg;Schüpfen;Tschumi 1953;;;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;;;;;;;;;;;;;;;;;
